tx_time,tx_id,tx_token_addr,tx_token_decimals,tx_from,tx_to,tx_value
1616388668,0x711d52d2bc57ec1d7dd46e8940a5b05a9398314f9ee1d81ea3e19076371cc406,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x06b59ffa30887bd82d6a89b21193c8bbeee7e0d0,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,488119000000
1616297351,0x971de6da45f465b339fa39e6fd1e8beccfd8ea43ff2abeb2452a24c0e571b1b6,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x06b59ffa30887bd82d6a89b21193c8bbeee7e0d0,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,1648533000000
1616297351,0xd1712c28b0385176a58c8764ad2218157a356f968087ec7208deab884aa8c4e5,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x06b59ffa30887bd82d6a89b21193c8bbeee7e0d0,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,1648533000000
1616297351,0x8eb2b520b3d7092276b57d3a65933ab1c65142080527c3f5f26a9fc2c70b823e,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x06b59ffa30887bd82d6a89b21193c8bbeee7e0d0,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,401773000000
1616281061,0x34d3080d534f30e54a43d3af0495a8c09ad42807d8815efc25b1f47ad5bc0cbf,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x06b59ffa30887bd82d6a89b21193c8bbeee7e0d0,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,401773000000
1615637842,0xe54317ad72edd0dc35208171a26c7d764840d09980943b250268ab92341a4108,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x957ebb248503336d8c2e0df0d9ac4abeaccf3327,0x06b59ffa30887bd82d6a89b21193c8bbeee7e0d0,1479532000000
1615634873,0x72c4220cb27841ac80183b982971fda77e80eb8fa4ef6f8e0d7f52a67544f55b,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x957ebb248503336d8c2e0df0d9ac4abeaccf3327,0x06b59ffa30887bd82d6a89b21193c8bbeee7e0d0,200000000000
1615633208,0x274b8ed4fad2ced68d7727fad961667d8621b670cd771db6d793d306bd69d823,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x957ebb248503336d8c2e0df0d9ac4abeaccf3327,0x06b59ffa30887bd82d6a89b21193c8bbeee7e0d0,1260666000000
1615627088,0xf8c04c3a497974548efada42d6453599ef8aee817434699fc2dd077ad07d3f7a,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x957ebb248503336d8c2e0df0d9ac4abeaccf3327,0x06b59ffa30887bd82d6a89b21193c8bbeee7e0d0,1246760000000
1615619449,0xa0a4c2501ab259f770c63053fc2448f479b550d8407bcb72ddd8036578b05f6e,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x957ebb248503336d8c2e0df0d9ac4abeaccf3327,0x06b59ffa30887bd82d6a89b21193c8bbeee7e0d0,401773000000
1599177637,0x3bd442c8b7b1b4a00d77d30fc9c68e9df4acaae7805924fda22359898d4249ac,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x06b59ffa30887bd82d6a89b21193c8bbeee7e0d0,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,343400000000
1599145516,0x4ff7dc65fdbd4c4352439d3c95f69f713e55c4a2e7550b0640624e80e48dc909,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x2d831e34c980c15ce440f6b9fbf8600f813dbb53,0x06b59ffa30887bd82d6a89b21193c8bbeee7e0d0,343400000000
1596441834,0xce42a8f1c84e35fd15552015508da2faf9cf044a5696241f9f0985626d168fd4,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x06b59ffa30887bd82d6a89b21193c8bbeee7e0d0,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,304200000000
